student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment,processed_text,dominant_topic,cluster
S99333,LIT773,Literature,I found the Facilities in Literature to be very well organized and useful.,4,2024-04-14,Facilities,Positive,found facility literature well organized useful,Topic_3,3
S66418,PHY691,Physics,"The Physics course had reasonable Learning Resources, but could be improved.",3,2024-08-21,Learning Resources,Neutral,physic course reasonable learning resource could improved,Topic_2,3
S31149,LIT566,Literature,"The Literature course had reasonable Assessment Methods, but could be improved.",4,2025-03-21,Assessment Methods,Neutral,literature course reasonable assessment method could improved,Topic_2,3
S14353,LIT886,Literature,"I think the Course Content in Literature was average, nothing special.",3,2024-07-11,Course Content,Neutral,think course content literature average nothing special,Topic_5,2
S16242,CHE842,Chemistry,"I think the Support Services in Chemistry was average, nothing special.",3,2024-12-10,Support Services,Neutral,think support service chemistry average nothing special,Topic_5,2
S98397,MAT304,Mathematics,The Support Services in Mathematics met the basic requirements.,4,2024-07-22,Support Services,Neutral,support service mathematics met basic requirement,Topic_4,2
S76910,ECO689,Economics,Neither good nor bad Support Services in the Economics course.,3,2024-08-11,Support Services,Neutral,neither good bad support service economics course,Topic_1,2
S38093,PHY636,Physics,The Assessment Methods in Physics met the basic requirements.,3,2024-10-08,Assessment Methods,Neutral,assessment method physic met basic requirement,Topic_4,2
S37948,BIO807,Biology,I struggled with Biology due to inadequate Learning Resources.,1,2024-08-16,Learning Resources,Negative,struggled biology due inadequate learning resource,Topic_3,2
S51813,HIS285,History,The instructor's Learning Resources approach in History was outstanding.,4,2025-02-14,Learning Resources,Positive,instructor learning resource approach history outstanding,Topic_5,2
S42547,COM141,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",4,2024-09-29,Learning Resources,Positive,great learning resource computer science course helpful learning,Topic_2,4
S70702,PHY222,Physics,I really enjoyed the Physics course. The Support Services was excellent.,5,2024-10-05,Support Services,Positive,really enjoyed physic course support service excellent,Topic_2,0
S73700,PSY306,Psychology,The Support Services in the Psychology class was below standard.,3,2024-06-30,Support Services,Negative,support service psychology class standard,Topic_1,1
S35096,MAT760,Mathematics,The Facilities in Mathematics met the basic requirements.,4,2024-08-28,Facilities,Neutral,facility mathematics met basic requirement,Topic_4,2
S75008,ECO440,Economics,I really enjoyed the Economics course. The Support Services was excellent.,5,2024-06-03,Support Services,Positive,really enjoyed economics course support service excellent,Topic_2,0
S27325,BIO835,Biology,Poor Teaching Quality made the Biology course difficult to follow.,3,2024-09-03,Teaching Quality,Negative,poor teaching quality made biology course difficult follow,Topic_4,2
S83964,PHY121,Physics,I really enjoyed the Physics course. The Facilities was excellent.,4,2024-06-15,Facilities,Positive,really enjoyed physic course facility excellent,Topic_2,0
S84133,PHY375,Physics,"Great Facilities in the Physics course, very helpful for my learning.",4,2024-05-23,Facilities,Positive,great facility physic course helpful learning,Topic_2,4
S12337,PHY559,Physics,I found the Learning Resources in Physics to be very well organized and useful.,5,2025-01-09,Learning Resources,Positive,found learning resource physic well organized useful,Topic_3,3
S76039,BIO772,Biology,I found the Facilities in Biology to be very well organized and useful.,4,2024-10-02,Facilities,Positive,found facility biology well organized useful,Topic_3,3
S38679,CHE232,Chemistry,Neither good nor bad Teaching Quality in the Chemistry course.,3,2024-09-09,Teaching Quality,Neutral,neither good bad teaching quality chemistry course,Topic_1,2
S15632,HIS721,History,"Great Assessment Methods in the History course, very helpful for my learning.",4,2024-10-28,Assessment Methods,Positive,great assessment method history course helpful learning,Topic_2,4
S46308,MAT926,Mathematics,I found the Teaching Quality in Mathematics to be very well organized and useful.,4,2025-02-24,Teaching Quality,Positive,found teaching quality mathematics well organized useful,Topic_3,3
S42779,LIT831,Literature,I found the Learning Resources in Literature to be very well organized and useful.,4,2024-12-11,Learning Resources,Positive,found learning resource literature well organized useful,Topic_3,3
S23207,CHE448,Chemistry,I found the Support Services in Chemistry to be very well organized and useful.,4,2024-04-13,Support Services,Positive,found support service chemistry well organized useful,Topic_3,3
S99471,LIT885,Literature,"I think the Learning Resources in Literature was average, nothing special.",3,2025-02-05,Learning Resources,Neutral,think learning resource literature average nothing special,Topic_5,2
S95373,PHY389,Physics,The Facilities in the Physics course was adequate.,3,2025-01-22,Facilities,Neutral,facility physic course adequate,Topic_1,2
S77615,PSY188,Psychology,The Facilities in Psychology met the basic requirements.,4,2025-02-11,Facilities,Neutral,facility psychology met basic requirement,Topic_4,2
S51400,LIT601,Literature,I struggled with Literature due to inadequate Assessment Methods.,1,2024-12-02,Assessment Methods,Negative,struggled literature due inadequate assessment method,Topic_3,2
S44979,BIO632,Biology,I really enjoyed the Biology course. The Course Content was excellent.,5,2024-08-01,Course Content,Positive,really enjoyed biology course course content excellent,Topic_2,0
S77649,BIO176,Biology,The Learning Resources in the Biology class exceeded my expectations.,4,2024-09-30,Learning Resources,Positive,learning resource biology class exceeded expectation,Topic_1,1
S99136,LIT212,Literature,I struggled with Literature due to inadequate Course Content.,1,2025-01-24,Course Content,Negative,struggled literature due inadequate course content,Topic_3,2
S26298,CHE815,Chemistry,The Support Services in the Chemistry class exceeded my expectations.,5,2024-05-11,Support Services,Positive,support service chemistry class exceeded expectation,Topic_1,1
S37826,COM151,Computer Science,The instructor's Support Services approach in Computer Science was outstanding.,5,2024-10-29,Support Services,Positive,instructor support service approach computer science outstanding,Topic_5,2
S64813,CHE421,Chemistry,I was disappointed with the Support Services in the Chemistry course.,2,2024-09-02,Support Services,Negative,disappointed support service chemistry course,Topic_1,2
S91633,CHE479,Chemistry,The Course Content in the Chemistry class exceeded my expectations.,5,2024-07-27,Course Content,Positive,course content chemistry class exceeded expectation,Topic_1,1
S27014,CHE115,Chemistry,"The Chemistry course had reasonable Assessment Methods, but could be improved.",3,2024-11-17,Assessment Methods,Neutral,chemistry course reasonable assessment method could improved,Topic_2,3
S30657,PSY131,Psychology,The Support Services in Psychology needs significant improvement.,1,2025-02-23,Support Services,Negative,support service psychology need significant improvement,Topic_3,2
S83176,CHE159,Chemistry,"Great Facilities in the Chemistry course, very helpful for my learning.",5,2024-05-30,Facilities,Positive,great facility chemistry course helpful learning,Topic_2,4
S75953,HIS665,History,The Learning Resources in the History class exceeded my expectations.,4,2024-04-22,Learning Resources,Positive,learning resource history class exceeded expectation,Topic_1,1
S76352,PHY548,Physics,I really enjoyed the Physics course. The Facilities was excellent.,5,2024-05-05,Facilities,Positive,really enjoyed physic course facility excellent,Topic_2,0
S14810,PSY379,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,4,2024-05-18,Assessment Methods,Positive,found assessment method psychology well organized useful,Topic_3,3
S29443,HIS668,History,"The History course had reasonable Support Services, but could be improved.",3,2025-01-26,Support Services,Neutral,history course reasonable support service could improved,Topic_2,3
S76680,PSY236,Psychology,The Support Services in the Psychology class exceeded my expectations.,4,2024-09-16,Support Services,Positive,support service psychology class exceeded expectation,Topic_1,1
S11101,LIT793,Literature,I found the Course Content in Literature to be very well organized and useful.,5,2025-01-10,Course Content,Positive,found course content literature well organized useful,Topic_3,3
S57578,MAT373,Mathematics,The Assessment Methods in the Mathematics class was below standard.,3,2024-10-06,Assessment Methods,Negative,assessment method mathematics class standard,Topic_1,1
S69492,PHY189,Physics,"The Physics course had reasonable Facilities, but could be improved.",3,2024-10-14,Facilities,Neutral,physic course reasonable facility could improved,Topic_2,3
S26265,CHE666,Chemistry,"Great Facilities in the Chemistry course, very helpful for my learning.",5,2025-04-05,Facilities,Positive,great facility chemistry course helpful learning,Topic_2,4
S69381,PSY919,Psychology,The instructor's Facilities approach in Psychology was outstanding.,4,2025-03-10,Facilities,Positive,instructor facility approach psychology outstanding,Topic_5,2
S90489,ECO740,Economics,I was disappointed with the Course Content in the Economics course.,2,2024-07-30,Course Content,Negative,disappointed course content economics course,Topic_1,2
