student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment
S52162,PHY324,Physics,The instructor's Facilities approach in Physics was outstanding.,5,2024-11-11,Facilities,Positive
S60535,PHY125,Physics,The Course Content in the Physics class exceeded my expectations.,4,2024-10-27,Course Content,Positive
S38746,HIS721,History,I found the Course Content in History to be very well organized and useful.,5,2025-03-27,Course Content,Positive
S75755,HIS510,History,The Learning Resources in the History course was adequate.,4,2024-07-13,Learning Resources,Neutral
S91640,PSY350,Psychology,The instructor's Assessment Methods approach in Psychology was outstanding.,5,2025-03-29,Assessment Methods,Positive
S15564,ECO622,Economics,The Course Content in the Economics course was adequate.,3,2025-02-08,Course Content,Neutral
S48324,COM137,Computer Science,I found the Support Services in Computer Science to be very well organized and useful.,5,2025-03-01,Support Services,Positive
S63403,CHE220,Chemistry,The Assessment Methods in the Chemistry class exceeded my expectations.,5,2024-10-23,Assessment Methods,Positive
S59728,LIT166,Literature,The instructor's Assessment Methods approach in Literature was outstanding.,5,2025-04-02,Assessment Methods,Positive
S73946,HIS140,History,The Teaching Quality in the History class exceeded my expectations.,5,2024-05-08,Teaching Quality,Positive
